invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-11907700016,2018-05-07,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT(-93.619787 41.60566),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19473,MAKER'S MARK,24,200,5.0,7.5,1,7.5,0.2,0.05
INV-13245400043,2018-07-16,2643,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701,,7,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19473,MAKER'S MARK,24,200,5.0,7.5,1,7.5,0.2,0.05
INV-06454400087,2017-08-03,4988,HAPPY'S WINE & SPIRITS,5925 UNIVERSITY AVE,CEDAR FALLS,50613,POINT(-92.429331 42.512766),7,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19473,MAKER'S MARK,24,200,5.0,7.5,1,7.4,0.2,0.05
INV-41753500012,2021-11-08,4571,CASEY'S GENERAL STORE #2357 / ALLISON,"100, CHERRY ST",ALLISON,50602.0,,12,BUTLER,1011200.0,STRAIGHT BOURBON WHISKIES,619,CAMPARI AMERICA,22151,WILD TURKEY 101 MINI,10,50,14.94,22.41,4,89.64,0.2,0.05
INV-11927100018,2018-05-07,3907,SMOKIN' JOE'S #16 TOBACCO AND LIQUOR OUTLET,1504 PARK AVE,MUSCATINE,52761,POINT(-91.030569 41.442458),70,MUSCATINE,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,22783,BEAM'S 8 STAR BL WHISKEY,48,200,1.31,1.97,1,1.97,0.2,0.05
INV-32745000004,2020-12-15,6036,SUPER MART / OELWEIN,710 S FREDERICK AVE,OELWEIN,50662.0,POINT(-91.913481 42.66911),33,FAYETTE,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,22783,BEAMS 8 STAR BL WHISKEY,48,200,1.31,1.97,1,1.97,0.2,0.05
S20427100020,2014-07-31,4344,SPIRITS / GRIMES,109 EAST 1ST ST STE B,GRIMES,50111,POINT(-93.793827 41.6884),77,POLK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,22783,BEAM'S 8 STAR BL WHISKEY,48,200,1.17,1.76,1,1.76,0.2,0.05
S22396700035,2014-11-17,4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR,110 S ROOSEVELT HWY 61,BURLINGTON,52601,POINT(-91.141203 40.809437),29,DES MOINES,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,22783,BEAM'S 8 STAR BL WHISKEY,48,200,1.17,1.76,1,1.76,0.2,0.05
INV-49052500067,2022-07-09,4273,SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,2800 E UNIVERSITY AVE,DES MOINES,50317.0,POINT(-93.562106 41.600564),77,POLK,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23823,FIVE STAR,48,200,1.31,1.97,1,1.97,0.2,0.05
S22352900027,2014-11-13,4177,"GOOD LUCK, INC.",806 W MAIN ST,LE GRAND,50142,POINT(-92.784654 42.006665),64,MARSHALL,1011100.0,BLENDED WHISKIES,297,LAIRD AND COMPANY,23823,FIVE STAR,48,200,1.2,1.8,1,1.8,0.2,0.05
S05151000002,2012-04-19,4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR,480 7TH AVE,MARION,52302,POINT(-91.605094 42.033366),57,LINN,1011100.0,BLENDED WHISKIES,297,LAIRD AND COMPANY,23823,FIVE STAR,48,200,1.21,1.81,1,1.81,0.2,0.05
INV-19088200023,2019-05-01,3916,SMOKIN' JOE'S #5 TOBACCO AND LIQUOR OUTLET,1115 ALBIA RD,OTTUMWA,52501,POINT(-92.437224 41.009342),90,WAPELLO,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,24453,KESSLER BLEND WHISKEY,48,200,1.83,2.75,1,2.75,0.2,0.05
INV-16989500054,2019-01-16,5701,THE HUT 23,603 10TH STREET,ONAWA,51040,POINT(-96.097184 42.03192),67,MONONA,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,24453,KESSLER BLEND WHISKEY,48,200,1.83,2.75,1,2.75,0.2,0.05
INV-16221600066,2018-12-11,5142,SMOKIN' JOE'S #13 TOBACCO AND LIQUOR OUTLET,2315 MT VERNON RD SE,CEDAR RAPIDS,52303,,57,LINN,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,24453,KESSLER BLEND WHISKEY,48,200,1.83,2.75,1,2.75,0.2,0.05
INV-28666100015,2020-07-13,3822,THE SECRET CELLAR,1205 CURTIS BR RD NE,SHUEYVILLE,52338,POINT(-91.646067 41.847398),52,JOHNSON,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25601,SEAGRAMS 7 CROWN MINI,12,50,6.17,9.26,4,37.04,0.2,0.05
INV-45430300010,2022-03-09,5743,CASEY'S GENERAL STORE #3327 / FAIRFIELD,2125 LIBERTYVILLE RD,FAIRFIELD,52556.0,POINT(-91.963638 40.988355),51,JEFFERSON,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25601,SEAGRAMS 7 CROWN MINI,12,50,6.17,9.26,4,37.04,0.2,0.05
INV-11960400114,2018-05-08,2571,HY-VEE FOOD STORE #2 / WATERLOO,2181 LOGAN AVE,WATERLOO,50703,POINT(-92.337583 42.530476),7,BLACK HAWK,1011100.0,BLENDED WHISKIES,260.0,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.99,2.99,1,2.99,0.2,0.05
S33473200083,2016-07-20,3818,ROUND WINDOW LIQUOR,703 W PLEASANT ST,KNOXVILLE,50138,POINT(-93.105641 41.320746),63,MARION,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.99,2.99,1,2.99,0.2,0.05
S12002000066,2013-05-02,3912,SMOKIN' JOE'S #14 TOBACCO AND LIQUOR,225 EDGEWOOD RD,CEDAR RAPIDS,52405,,57,LINN,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.96,2.93,1,2.93,0.2,0.05
S13339600029,2013-07-15,4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR,110 S ROOSEVELT HWY 61,BURLINGTON,52601,POINT(-91.141203 40.809437),29,DES MOINES,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.96,2.93,1,2.93,0.2,0.05
S19633200109,2014-06-18,3818,ROUND WINDOW LIQUOR,703 W PLEASANT ST,KNOXVILLE,50138,POINT(-93.105641 41.320746),63,MARION,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.96,2.93,1,2.93,0.2,0.05
INV-00124700032,2016-09-03,4619,SMOKIN' JOE'S #3 TOBACCO AND LIQUOR OUTLET,1737 AVE H,FORT MADISON,52627,POINT(-91.329824 40.63021),56,LEE,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.99,2.99,1,2.99,0.2,0.05
INV-01216400012,2016-10-27,4344,SPIRITS / GRIMES,109 EAST 1ST ST STE B,GRIMES,50111,POINT(-93.793827 41.6884),77,POLK,1011100.0,BLENDED WHISKIES,260.0,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.99,2.99,1,2.99,0.2,0.05
S21306100033,2014-09-18,3920,SMOKIN' JOE'S #11 TOBACCO AND LIQUOR,1606 CAMANCHE AVE,CLINTON,52732,POINT(-90.204748 41.827845),23,CLINTON,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.96,2.94,1,2.94,0.2,0.05
S05088600143,2012-04-17,4312,I-80 LIQUOR / COUNCIL BLUFFS,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,POINT(-95.8792 41.238092),78,POTTAWATTAMIE,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.85,2.77,1,2.77,0.2,0.05
INV-17452500016,2019-02-11,3612,B AND C LIQUOR / MAQUOKETA,509 E PLATT,MAQUOKETA,52060,POINT(-90.659692 42.06922),49,JACKSON,1011100.0,BLENDED WHISKIES,260.0,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN,24,200,1.99,2.99,1,2.99,0.2,0.05
INV-01092200041,2016-10-20,2587,HY-VEE FOOD STORE / JOHNSTON,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT(-93.697731 41.665172),77,POLK,1011100.0,BLENDED WHISKIES,260.0,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.99,2.99,1,2.99,0.2,0.05
S11645600021,2013-04-15,4344,SPIRITS / GRIMES,109 EAST 1ST ST STE B,GRIMES,50111,POINT(-93.793827 41.6884),77,POLK,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.96,2.93,1,2.93,0.2,0.05
INV-08188800016,2017-10-23,3907,SMOKIN' JOE'S #16 TOBACCO AND LIQUOR OUTLET,1504 PARK AVE,MUSCATINE,52761,POINT(-91.030569 41.442458),70,MUSCATINE,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.99,2.99,1,2.99,0.2,0.05
S22011200041,2014-10-27,4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR,110 S ROOSEVELT HWY 61,BURLINGTON,52601,POINT(-91.141203 40.809437),29,DES MOINES,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.96,2.94,1,2.94,0.2,0.05
INV-05055100027,2017-05-22,2538,HY-VEE FOOD STORE #3 / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702,POINT(-92.327917 42.459938),7,BLACK HAWK,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.99,2.99,1,2.99,0.2,0.05
INV-42074700004,2021-11-17,3879,TARGET STORE T-1800 / SIOUX CITY,5775 SUNNYBROOK DR,SIOUX CITY,51106.0,POINT(-96.332446 42.448939),97,WOODBURY,1081200.0,CREAM LIQUEURS,205,E & J GALLO WINERY,258,RUMCHATA GOCHATAS,1,100,100.0,150.0,2,300.0,0.2,0.05
INV-45219500006,2022-07-25,6060,A TO Z LIQUOR / CHEROKEE,114 S 2ND ST,CHEROKEE,51012.0,POINT(-95.55132 42.749013),,CHEROKEE,1011100.0,BLENDED WHISKIES,492,WESTERN SPIRITS BEVERAGE,26176,BIRD DOG STRAWBERRY MINI,6,50,5.0,7.5,4,30.0,0.2,0.05
S03388200030,2012-01-03,4106,HARTIG DRUG CO. / JFK RD / DUBUQUE,2255 JOHN F KENNEDY RD,DUBUQUE,52002,POINT(-90.720518 42.511352),31,DUBUQUE,1032080.0,IMPORTED VODKAS,35,"BACARDI U.S.A., INC.",2677,GREY GOOSE MULTI PACK,12,200,6.67,10.0,1,10.0,0.2,0.05
INV-22135500015,2019-09-25,4459,KUM & GO #544 / EAGLE GROVE,1120 S COMMERCIAL,EAGLE GROVE,50533,POINT(-93.9044 42.653973),99,WRIGHT,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,4,54.36,0.2,0.05
INV-54203700001,2022-12-20,6257,STATION MART 2 / EVANSDALE,1119 RIVER FOREST ROAD,EVANSDALE,50707.0,POINT(-92.29778 42.4628),,BLACK HAWK,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,69.0,0.2,0.05
INV-59877400036,2023-06-29,3456,QUICK SHOP / CLEAR LAKE,904 N 8TH ST,CLEARLAKE,50428.0,POINT(-93.37843198 43.142923994),,CERRO GORDO,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,69.0,0.2,0.05
INV-39938200044,2021-09-09,4687,KUM & GO #517 / CEDAR RAPIDS,3132 1ST AVE NE,CEDAR RAPIDS,52402.0,POINT(-91.634941 42.009649),57,LINN,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,54.36,0.2,0.05
INV-59930200009,2023-06-30,5740,NEW STAR / KNOXVILLE,901 WEST PLEASANT ST,KNOXVILLE,50138.0,POINT(-93.107850986 41.320995005),,MARION,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,69.0,0.2,0.05
INV-27485300022,2020-05-26,5319,WEST SIDE GROCERY,1802 W 7TH ST,DAVENPORT,52802.0,POINT(-90.60134 41.526774),82,SCOTT,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,4,54.36,0.2,0.05
INV-54037700059,2022-12-15,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105.0,POINT(-96.36268 42.48854),,WOODBURY,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,69.0,0.2,0.05
INV-50466600002,2022-08-18,2587,HY-VEE FOOD STORE / JOHNSTON,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT(-93.697731 41.665172),,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,69.0,0.2,0.05
INV-42716800098,2021-12-08,2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503.0,POINT(-95.827277 41.244233),78,POTTAWATTAMIE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,69.0,0.2,0.05
INV-56336900022,2023-03-03,2560,HY-VEE FOOD STORE (1396) / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302.0,POINT(-91.57211 42.03599),,LINN,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,69.0,0.2,0.05
INV-56338900041,2023-03-03,6209,HY-VEE / GRIMES,351 NORTHEAST GATEWAY DRIVE,GRIMES,50111.0,POINT(-93.77819 41.69155),,POLK,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,69.0,0.2,0.05
INV-37357000024,2021-06-09,6161,BUCKY'S EXPRESS #22 / COUNCIL BLUFFS,3434 NEBRASKA AVE,COUNCIL BLUFFS,51501.0,POINT(-95.900444 41.244643),78,POTTAWATTAMIE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,4,54.36,0.2,0.05
INV-53807600006,2022-12-08,4599,QUIK TRIP #500 / HUBBELL DM,3700 HUBBELL AVE,DES MOINES,50317.0,POINT(-93.54489 41.62901),,POLK,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,69.0,0.2,0.05
INV-54819300008,2023-01-10,5786,CASEY'S GENERAL STORE #2779 / CORALVILLE,1987 2ND ST,CORALVILLE,52241.0,POINT(-91.59092 41.6792),,JOHNSON,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,69.0,0.2,0.05
INV-45602400070,2022-03-15,6173,MINI-MART / INDEPENDENCE,709 1ST STREET WEST,INDEPENDENCE,50644.0,POINT(-91.901687 42.468633),10,BUCHANAN,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,69.0,0.2,0.05
INV-28995000011,2020-07-27,4449,KUM & GO #121 / URBANDALE,12041 DOUGLAS PKWY,URBANDALE,50322.0,POINT(-93.782998 41.62962),77,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,4,54.36,0.2,0.05
INV-57649700007,2023-04-18,5242,KUM & GO #3502 / IOWA CITY,2303 MUSCATINE AVE,IOWA CITY,52240.0,POINT(-91.501675999 41.6492686380001),,JOHNSON,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,4,69.0,0.2,0.05
S21513800049,2014-09-30,3443,SUPER SAVER IV,1141 N BROADWAY,COUNCIL BLUFFS,51503,POINT(-95.836515 41.270824),78,POTTAWATTAMIE,1011300.0,TENNESSEE WHISKIES,85,BROWN-FORMAN CORPORATION,26822,JACK DANIELS BLACK LABEL,48,100,1.65,2.48,2,4.96,0.2,0.05
S07824000017,2012-09-19,3916,SMOKIN' JOE'S #5 TOBACCO AND LIQUOR,1115 ALBIA RD,OTTUMWA,52501,POINT(-92.437224 41.009342),90,WAPELLO,1011300.0,TENNESSEE WHISKIES,85,BROWN-FORMAN CORPORATION,26822,JACK DANIELS BLACK LABEL,48,100,1.51,2.27,2,4.54,0.2,0.05
S13931300017,2013-08-15,3920,SMOKIN' JOE'S #11 TOBACCO AND LIQUOR,1606 CAMANCHE AVE,CLINTON,52732,POINT(-90.204748 41.827845),23,CLINTON,1011300.0,TENNESSEE WHISKIES,85,BROWN-FORMAN CORPORATION,26823,JACK DANIELS OLD #7 BLACK LBL,48,200,3.93,5.9,1,5.9,0.2,0.05
INV-63031200014,2023-10-06,2656,HY-VEE FOOD STORE / CORNING,300  10TH ST,CORNING,50841.0,POINT(-94.732615023 40.992144989),,ADAMS,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26823,JACK DANIELS OLD #7 BLACK LABEL,48,200,4.23,6.35,1,6.35,0.2,0.05
INV-01014800022,2016-10-18,5142,SMOKIN' JOE'S #13 TOBACCO & LIQUOR O,,,,,,,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26823,JACK DANIELS OLD #7 BLACK LBL,48,200,4.23,6.35,1,6.35,0.2,0.05
INV-05936100047,2017-07-06,4604,PIT STOP LIQUORS / NEWTON,"1324, 1ST AVE E",NEWTON,50208,POINT(-93.035654 41.699173),50,JASPER,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26823,JACK DANIELS OLD #7 BLACK LBL,48,200,4.23,6.35,1,6.35,0.2,0.05
INV-01315300031,2016-11-01,5176,SMOKIN' JOE'S #15 TOBACCO & LIQUOR O,,,,,,,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26823,JACK DANIELS OLD #7 BLACK LBL,48,200,4.23,6.35,1,6.35,0.2,0.05
INV-02747900012,2017-01-17,5142,SMOKIN' JOE'S #13 TOBACCO & LIQUOR O,,,,,,,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26823,JACK DANIELS OLD #7 BLACK LBL,48,200,4.23,6.35,1,6.35,0.2,0.05
S08713800007,2012-11-01,3918,SMOKIN' JOE'S #1 TOBACCO AND LIQUOR,3120 ROCKINGHAM RD,DAVENPORT,52802,POINT(-90.621541 41.510082),82,SCOTT,1011300.0,TENNESSEE WHISKIES,85,BROWN-FORMAN CORPORATION,26823,JACK DANIELS OLD #7 BLACK LBL,48,200,3.93,5.9,1,5.9,0.2,0.05
INV-29924500023,2020-09-02,4397,QUIK TRIP #514 / ANKENY,802 E 1ST ST,ANKENY,50021.0,POINT(-93.586368 41.731862),77,POLK,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26823,JACK DANIELS OLD #7 BLACK LABEL,48,200,4.23,6.35,1,6.35,0.2,0.05
INV-55261800007,2023-01-25,4397,QUIK TRIP #514 / ANKENY,802 E 1ST ST,ANKENY,50021,POINT(-93.5863 41.73188),,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26823,JACK DANIELS OLD #7 BLACK LABEL,48,200,4.23,6.35,1,6.35,0.2,0.05
INV-09719600070,2018-01-10,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,,82,SCOTT,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26823,JACK DANIELS OLD #7 BLACK LBL,48,200,4.23,6.35,1,6.35,0.2,0.05
S05928400046,2012-06-06,2543,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT(-92.438463 41.01558),90,WAPELLO,1011300.0,TENNESSEE WHISKIES,85,BROWN-FORMAN CORPORATION,26823,JACK DANIELS OLD #7 BLACK LBL,48,200,3.69,5.54,1,5.54,0.2,0.05
S12962000041,2013-06-24,4077,XO FOOD AND LIQUOR,428 FRANKLIN ST,WATERLOO,50703,POINT(-92.334641 42.501602),7,BLACK HAWK,1011300.0,TENNESSEE WHISKIES,85,BROWN-FORMAN CORPORATION,26823,JACK DANIELS OLD #7 BLACK LBL,48,200,3.93,5.9,1,5.9,0.2,0.05
S19994700058,2014-07-08,4345,LUCKY MART,1031 WEST ST,GRINNELL,50112,POINT(-92.727379 41.745903),79,POWESHIEK,1011300.0,TENNESSEE WHISKIES,85,BROWN-FORMAN CORPORATION,26823,JACK DANIELS OLD #7 BLACK LBL,48,200,4.08,6.12,1,6.12,0.2,0.05
S03657000015,2012-01-19,3918,SMOKIN' JOE'S #1 TOBACCO AND LIQUOR,3120 ROCKINGHAM RD,DAVENPORT,52802,POINT(-90.621541 41.510082),82,SCOTT,1011300.0,TENNESSEE WHISKIES,85,BROWN-FORMAN CORPORATION,26823,JACK DANIELS OLD #7 BLACK LBL,48,200,3.69,5.54,1,5.54,0.2,0.05
S09991400067,2013-01-10,4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR,480 7TH AVE,MARION,52302,POINT(-91.605094 42.033366),57,LINN,1011300.0,TENNESSEE WHISKIES,85,BROWN-FORMAN CORPORATION,26823,JACK DANIELS OLD #7 BLACK LBL,48,200,3.93,5.9,1,5.9,0.2,0.05
INV-29939000191,2020-09-02,2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503.0,POINT(-95.825137 41.242732),78,POTTAWATTAMIE,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,4,32.4,0.2,0.05
INV-25579400105,2020-03-03,2637,HY-VEE #5 / DAVENPORT,2351 W LOCUST,DAVENPORT,52804,POINT(-90.611972 41.538207),82,SCOTT,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,4,32.4,0.2,0.05
INV-38282000086,2021-07-13,2637,HY-VEE #5 / DAVENPORT,2351 W LOCUST,DAVENPORT,52804.0,POINT(-90.611972 41.538207),82,SCOTT,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,4,32.4,0.2,0.05
S23685700176,2015-01-26,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT(-91.530463 41.642764),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27723,JIM BEAM HONEY,48,100,1.05,1.58,2,3.16,0.2,0.05
S30565000023,2016-02-03,3990,CORK AND BOTTLE / OSKALOOSA,309 A AVE WEST,OSKALOOSA,52577,POINT(-92.648153 41.296228),62,MAHASKA,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27724,JIM BEAM KENTUCKY FIRE,48,100,1.05,1.58,2,3.16,0.2,0.05
INV-22162300003,2019-09-26,5057,KUM & GO #535 / DES MOINES,4960 E BROADWAY AVE,DES MOINES,50317,,77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,4,32.4,0.2,0.05
INV-44911700010,2022-02-21,2708,HY-VEE FAST AND FRESH - WINDSOR HEIGHTS,7220 HICKMAN RD,WINDSOR HEIGHTS,50324.0,POINT(-93.717442 41.614647),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,4,42.0,0.2,0.05
INV-45880700029,2022-03-24,2691,HY-VEE FAST & FRESH - DES MOINES,5801 HICKMAN ROAD,URBANDALE,50322.0,POINT(-93.698172 41.614888),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,4,42.0,0.2,0.05
INV-59477300012,2023-06-16,4880,CASEY'S GENERAL STORE #1567 / ANITA,912 MAIN ST,ANITA,50020.0,POINT(-94.767734024 41.44324502),,CASS,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,4,42.0,0.2,0.05
INV-47445400015,2022-05-13,4785,CASEY'S GENERAL STORE #2835 / AVOCA,1019 N CHESTNUT ST,AVOCA,51521.0,POINT(-95.336354 41.485627),78,POTTAWATTAMIE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,4,42.0,0.2,0.05
INV-38795000057,2021-07-30,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105.0,POINT(-96.364108 42.487752),97,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,4,32.4,0.2,0.05
INV-36010400046,2021-04-21,4477,BUCKY'S EXPRESS #17 / COUNCIL BLUFFS,1759 MADISON AVE,COUNCIL BLUFFS,51503.0,POINT(-95.824952 41.242658),78,POTTAWATTAMIE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,4,32.4,0.2,0.05
